Data type,Cancer group/site,Year,Sex,Age group (years),Count,ICD10 codes
Actual,Melanoma of the skin,1994,Males,75–79,79,C43
Actual,Melanoma of the skin,1994,Males,80–84,57,C43
Actual,Melanoma of the skin,1994,Males,85–89,23,C43
Actual,Melanoma of the skin,1994,Males,90+,9,C43
Actual,Melanoma of the skin,1994,Males,All ages combined,609,C43
Actual,Melanoma of the skin,1995,Males,00–04,0,C43
Actual,Melanoma of the skin,1995,Males,05–09,0,C43
Actual,Melanoma of the skin,1995,Males,10–14,0,C43
Actual,Melanoma of the skin,1995,Males,15–19,3,C43
Actual,Melanoma of the skin,1995,Males,20–24,1,C43
Actual,Melanoma of the skin,1995,Males,25–29,13,C43
Actual,Melanoma of the skin,1995,Males,30–34,15,C43
Actual,Melanoma of the skin,1995,Males,35–39,18,C43
Actual,Melanoma of the skin,1995,Males,40–44,40,C43
Actual,Melanoma of the skin,1995,Males,45–49,32,C43
Actual,Melanoma of the skin,1995,Males,50–54,39,C43
Actual,Melanoma of the skin,1995,Males,55–59,46,C43
Actual,Melanoma of the skin,1995,Males,60–64,64,C43
Actual,Melanoma of the skin,1995,Males,65–69,75,C43
Actual,Melanoma of the skin,1995,Males,70–74,75,C43
Actual,Melanoma of the skin,1995,Males,75–79,96,C43
Actual,Melanoma of the skin,1995,Males,80–84,49,C43
Actual,Melanoma of the skin,1995,Males,85–89,29,C43
Actual,Melanoma of the skin,1995,Males,90+,6,C43
Actual,Melanoma of the skin,1995,Males,All ages combined,601,C43
Actual,Melanoma of the skin,1996,Males,00–04,0,C43
Actual,Melanoma of the skin,1996,Males,05–09,0,C43
Actual,Melanoma of the skin,1996,Males,10–14,0,C43
Actual,Melanoma of the skin,1996,Males,15–19,2,C43
Actual,Melanoma of the skin,1996,Males,20–24,2,C43
Actual,Melanoma of the skin,1996,Males,25–29,10,C43
Actual,Melanoma of the skin,1996,Males,30–34,15,C43
Actual,Melanoma of the skin,1996,Males,35–39,27,C43
Actual,Melanoma of the skin,1996,Males,40–44,19,C43
Actual,Melanoma of the skin,1996,Males,45–49,39,C43
Actual,Melanoma of the skin,1996,Males,50–54,40,C43
Actual,Melanoma of the skin,1996,Males,55–59,31,C43
Actual,Melanoma of the skin,1996,Males,60–64,55,C43
Actual,Melanoma of the skin,1996,Males,65–69,83,C43
Actual,Melanoma of the skin,1996,Males,70–74,68,C43
Actual,Melanoma of the skin,1996,Males,75–79,88,C43
Actual,Melanoma of the skin,1996,Males,80–84,56,C43
Actual,Melanoma of the skin,1996,Males,85–89,37,C43
Actual,Melanoma of the skin,1996,Males,90+,10,C43
Actual,Melanoma of the skin,1996,Males,All ages combined,582,C43
Actual,Melanoma of the skin,1997,Males,00–04,0,C43
Actual,Melanoma of the skin,1997,Males,05–09,0,C43
Actual,Melanoma of the skin,1997,Males,10–14,0,C43
Actual,Melanoma of the skin,1997,Males,15–19,1,C43
Actual,Melanoma of the skin,1997,Males,20–24,2,C43
Actual,Melanoma of the skin,1997,Males,25–29,4,C43
Actual,Melanoma of the skin,1997,Males,30–34,10,C43
Actual,Melanoma of the skin,1997,Males,35–39,14,C43
Actual,Melanoma of the skin,1997,Males,40–44,31,C43
Actual,Melanoma of the skin,1997,Males,45–49,40,C43
Actual,Melanoma of the skin,1997,Males,50–54,42,C43
Actual,Melanoma of the skin,1997,Males,55–59,46,C43
Actual,Melanoma of the skin,1997,Males,60–64,60,C43
Actual,Melanoma of the skin,1997,Males,65–69,84,C43
Actual,Melanoma of the skin,1997,Males,70–74,79,C43
Actual,Melanoma of the skin,1997,Males,75–79,76,C43
Actual,Melanoma of the skin,1997,Males,80–84,65,C43
Actual,Melanoma of the skin,1997,Males,85–89,17,C43
Actual,Melanoma of the skin,1997,Males,90+,6,C43
Actual,Melanoma of the skin,1997,Males,All ages combined,577,C43
Actual,Melanoma of the skin,1998,Males,00–04,0,C43
Actual,Melanoma of the skin,1998,Males,05–09,0,C43
Actual,Melanoma of the skin,1998,Males,10–14,0,C43
Actual,Melanoma of the skin,1998,Males,15–19,0,C43
Actual,Melanoma of the skin,1998,Males,20–24,1,C43
Actual,Melanoma of the skin,1998,Males,25–29,11,C43
Actual,Melanoma of the skin,1998,Males,30–34,13,C43
Actual,Melanoma of the skin,1998,Males,35–39,21,C43
Actual,Melanoma of the skin,1998,Males,40–44,22,C43
Actual,Melanoma of the skin,1998,Males,45–49,41,C43
Actual,Melanoma of the skin,1998,Males,50–54,48,C43
Actual,Melanoma of the skin,1998,Males,55–59,38,C43
Actual,Melanoma of the skin,1998,Males,60–64,73,C43
Actual,Melanoma of the skin,1998,Males,65–69,73,C43
Actual,Melanoma of the skin,1998,Males,70–74,110,C43
Actual,Melanoma of the skin,1998,Males,75–79,75,C43
Actual,Melanoma of the skin,1998,Males,80–84,57,C43
Actual,Melanoma of the skin,1998,Males,85–89,25,C43
Actual,Melanoma of the skin,1998,Males,90+,15,C43
Actual,Melanoma of the skin,1998,Males,All ages combined,623,C43
Actual,Melanoma of the skin,1999,Males,00–04,0,C43
Actual,Melanoma of the skin,1999,Males,05–09,0,C43
Actual,Melanoma of the skin,1999,Males,10–14,0,C43
Actual,Melanoma of the skin,1999,Males,15–19,0,C43
Actual,Melanoma of the skin,1999,Males,20–24,3,C43
Actual,Melanoma of the skin,1999,Males,25–29,7,C43
Actual,Melanoma of the skin,1999,Males,30–34,10,C43
Actual,Melanoma of the skin,1999,Males,35–39,17,C43
Actual,Melanoma of the skin,1999,Males,40–44,27,C43
Actual,Melanoma of the skin,1999,Males,45–49,37,C43
Actual,Melanoma of the skin,1999,Males,50–54,45,C43
Actual,Melanoma of the skin,1999,Males,55–59,69,C43
Actual,Melanoma of the skin,1999,Males,60–64,51,C43
Actual,Melanoma of the skin,1999,Males,65–69,73,C43
Actual,Melanoma of the skin,1999,Males,70–74,93,C43
Actual,Melanoma of the skin,1999,Males,75–79,83,C43
Actual,Melanoma of the skin,1999,Males,80–84,71,C43
Actual,Melanoma of the skin,1999,Males,85–89,40,C43
Actual,Melanoma of the skin,1999,Males,90+,15,C43
Actual,Melanoma of the skin,1999,Males,All ages combined,641,C43
Actual,Melanoma of the skin,2000,Males,00–04,0,C43
Actual,Melanoma of the skin,2000,Males,05–09,0,C43
Actual,Melanoma of the skin,2000,Males,10–14,0,C43
Actual,Melanoma of the skin,2000,Males,15–19,2,C43
Actual,Melanoma of the skin,2000,Males,20–24,2,C43
Actual,Melanoma of the skin,2000,Males,25–29,3,C43
Actual,Melanoma of the skin,2000,Males,30–34,8,C43
Actual,Melanoma of the skin,2000,Males,35–39,16,C43
Actual,Melanoma of the skin,2000,Males,40–44,24,C43
Actual,Melanoma of the skin,2000,Males,45–49,28,C43
Actual,Melanoma of the skin,2000,Males,50–54,43,C43
Actual,Melanoma of the skin,2000,Males,55–59,47,C43
Actual,Melanoma of the skin,2000,Males,60–64,62,C43
Actual,Melanoma of the skin,2000,Males,65–69,61,C43
Actual,Melanoma of the skin,2000,Males,70–74,110,C43
Actual,Melanoma of the skin,2000,Males,75–79,95,C43
Actual,Melanoma of the skin,2000,Males,80–84,73,C43
Actual,Melanoma of the skin,2000,Males,85–89,30,C43
Actual,Melanoma of the skin,2000,Males,90+,13,C43
Actual,Melanoma of the skin,2000,Males,All ages combined,617,C43
Actual,Melanoma of the skin,2001,Males,00–04,0,C43
Actual,Melanoma of the skin,2001,Males,05–09,0,C43
Actual,Melanoma of the skin,2001,Males,10–14,0,C43
Actual,Melanoma of the skin,2001,Males,15–19,2,C43
Actual,Melanoma of the skin,2001,Males,20–24,7,C43
Actual,Melanoma of the skin,2001,Males,25–29,7,C43
Actual,Melanoma of the skin,2001,Males,30–34,7,C43
Actual,Melanoma of the skin,2001,Males,35–39,23,C43
Actual,Melanoma of the skin,2001,Males,40–44,31,C43
Actual,Melanoma of the skin,2001,Males,45–49,32,C43
Actual,Melanoma of the skin,2001,Males,50–54,45,C43
Actual,Melanoma of the skin,2001,Males,55–59,58,C43
Actual,Melanoma of the skin,2001,Males,60–64,68,C43
Actual,Melanoma of the skin,2001,Males,65–69,73,C43
Actual,Melanoma of the skin,2001,Males,70–74,112,C43
Actual,Melanoma of the skin,2001,Males,75–79,115,C43
Actual,Melanoma of the skin,2001,Males,80–84,52,C43
Actual,Melanoma of the skin,2001,Males,85–89,29,C43
Actual,Melanoma of the skin,2001,Males,90+,23,C43
Actual,Melanoma of the skin,2001,Males,All ages combined,684,C43
Actual,Melanoma of the skin,2002,Males,00–04,0,C43
Actual,Melanoma of the skin,2002,Males,05–09,0,C43
Actual,Melanoma of the skin,2002,Males,10–14,0,C43
Actual,Melanoma of the skin,2002,Males,15–19,0,C43
Actual,Melanoma of the skin,2002,Males,20–24,5,C43
Actual,Melanoma of the skin,2002,Males,25–29,6,C43
Actual,Melanoma of the skin,2002,Males,30–34,11,C43
Actual,Melanoma of the skin,2002,Males,35–39,16,C43
Actual,Melanoma of the skin,2002,Males,40–44,33,C43
Actual,Melanoma of the skin,2002,Males,45–49,36,C43
Actual,Melanoma of the skin,2002,Males,50–54,45,C43
Actual,Melanoma of the skin,2002,Males,55–59,60,C43
Actual,Melanoma of the skin,2002,Males,60–64,63,C43
Actual,Melanoma of the skin,2002,Males,65–69,89,C43
Actual,Melanoma of the skin,2002,Males,70–74,102,C43
Actual,Melanoma of the skin,2002,Males,75–79,96,C43
Actual,Melanoma of the skin,2002,Males,80–84,84,C43
Actual,Melanoma of the skin,2002,Males,85–89,58,C43
Actual,Melanoma of the skin,2002,Males,90+,19,C43
Actual,Melanoma of the skin,2002,Males,All ages combined,724,C43
Actual,Melanoma of the skin,2003,Males,00–04,0,C43
Actual,Melanoma of the skin,2003,Males,05–09,0,C43
Actual,Melanoma of the skin,2003,Males,10–14,0,C43
Actual,Melanoma of the skin,2003,Males,15–19,2,C43
Actual,Melanoma of the skin,2003,Males,20–24,2,C43
Actual,Melanoma of the skin,2003,Males,25–29,5,C43
Actual,Melanoma of the skin,2003,Males,30–34,5,C43
Actual,Melanoma of the skin,2003,Males,35–39,17,C43
Actual,Melanoma of the skin,2003,Males,40–44,29,C43
Actual,Melanoma of the skin,2003,Males,45–49,44,C43
Actual,Melanoma of the skin,2003,Males,50–54,53,C43
Actual,Melanoma of the skin,2003,Males,55–59,67,C43
Actual,Melanoma of the skin,2003,Males,60–64,76,C43
Actual,Melanoma of the skin,2003,Males,65–69,88,C43
Actual,Melanoma of the skin,2003,Males,70–74,91,C43
Actual,Melanoma of the skin,2003,Males,75–79,111,C43
Actual,Melanoma of the skin,2003,Males,80–84,102,C43
Actual,Melanoma of the skin,2003,Males,85–89,58,C43
Actual,Melanoma of the skin,2003,Males,90+,14,C43
Actual,Melanoma of the skin,2003,Males,All ages combined,764,C43
Actual,Melanoma of the skin,2004,Males,00–04,0,C43
Actual,Melanoma of the skin,2004,Males,05–09,0,C43
Actual,Melanoma of the skin,2004,Males,10–14,0,C43
Actual,Melanoma of the skin,2004,Males,15–19,0,C43
Actual,Melanoma of the skin,2004,Males,20–24,6,C43
Actual,Melanoma of the skin,2004,Males,25–29,5,C43
Actual,Melanoma of the skin,2004,Males,30–34,13,C43
Actual,Melanoma of the skin,2004,Males,35–39,16,C43
Actual,Melanoma of the skin,2004,Males,40–44,27,C43
Actual,Melanoma of the skin,2004,Males,45–49,45,C43
Actual,Melanoma of the skin,2004,Males,50–54,76,C43
Actual,Melanoma of the skin,2004,Males,55–59,76,C43
Actual,Melanoma of the skin,2004,Males,60–64,70,C43
Actual,Melanoma of the skin,2004,Males,65–69,89,C43
Actual,Melanoma of the skin,2004,Males,70–74,81,C43
Actual,Melanoma of the skin,2004,Males,75–79,128,C43
Actual,Melanoma of the skin,2004,Males,80–84,105,C43
Actual,Melanoma of the skin,2004,Males,85–89,59,C43
Actual,Melanoma of the skin,2004,Males,90+,19,C43
Actual,Melanoma of the skin,2004,Males,All ages combined,815,C43
Actual,Melanoma of the skin,2005,Males,00–04,0,C43
Actual,Melanoma of the skin,2005,Males,05–09,0,C43
Actual,Melanoma of the skin,2005,Males,10–14,0,C43
Actual,Melanoma of the skin,2005,Males,15–19,0,C43
Actual,Melanoma of the skin,2005,Males,20–24,0,C43
Actual,Melanoma of the skin,2005,Males,25–29,10,C43
Actual,Melanoma of the skin,2005,Males,30–34,18,C43
Actual,Melanoma of the skin,2005,Males,35–39,12,C43
Actual,Melanoma of the skin,2005,Males,40–44,35,C43
Actual,Melanoma of the skin,2005,Males,45–49,31,C43
Actual,Melanoma of the skin,2005,Males,50–54,53,C43
Actual,Melanoma of the skin,2005,Males,55–59,91,C43
Actual,Melanoma of the skin,2005,Males,60–64,79,C43
Actual,Melanoma of the skin,2005,Males,65–69,89,C43
Actual,Melanoma of the skin,2005,Males,70–74,107,C43
Actual,Melanoma of the skin,2005,Males,75–79,119,C43
Actual,Melanoma of the skin,2005,Males,80–84,123,C43
Actual,Melanoma of the skin,2005,Males,85–89,65,C43
Actual,Melanoma of the skin,2005,Males,90+,28,C43
Actual,Melanoma of the skin,2005,Males,All ages combined,860,C43
Actual,Melanoma of the skin,2006,Males,00–04,0,C43
Actual,Melanoma of the skin,2006,Males,05–09,1,C43
Actual,Melanoma of the skin,2006,Males,10–14,0,C43
Actual,Melanoma of the skin,2006,Males,15–19,2,C43
Actual,Melanoma of the skin,2006,Males,20–24,2,C43
Actual,Melanoma of the skin,2006,Males,25–29,7,C43
Actual,Melanoma of the skin,2006,Males,30–34,7,C43
Actual,Melanoma of the skin,2006,Males,35–39,17,C43
Actual,Melanoma of the skin,2006,Males,40–44,26,C43
Actual,Melanoma of the skin,2006,Males,45–49,35,C43
Actual,Melanoma of the skin,2006,Males,50–54,36,C43
Actual,Melanoma of the skin,2006,Males,55–59,58,C43
Actual,Melanoma of the skin,2006,Males,60–64,73,C43
Actual,Melanoma of the skin,2006,Males,65–69,85,C43
Actual,Melanoma of the skin,2006,Males,70–74,109,C43
Actual,Melanoma of the skin,2006,Males,75–79,133,C43
Actual,Melanoma of the skin,2006,Males,80–84,112,C43
Actual,Melanoma of the skin,2006,Males,85–89,64,C43
Actual,Melanoma of the skin,2006,Males,90+,28,C43
Actual,Melanoma of the skin,2006,Males,All ages combined,795,C43
Actual,Melanoma of the skin,2007,Males,00–04,0,C43
Actual,Melanoma of the skin,2007,Males,05–09,0,C43
Actual,Melanoma of the skin,2007,Males,10–14,0,C43
Actual,Melanoma of the skin,2007,Males,15–19,0,C43
Actual,Melanoma of the skin,2007,Males,20–24,3,C43
Actual,Melanoma of the skin,2007,Males,25–29,7,C43
Actual,Melanoma of the skin,2007,Males,30–34,5,C43
Actual,Melanoma of the skin,2007,Males,35–39,20,C43
Actual,Melanoma of the skin,2007,Males,40–44,25,C43
Actual,Melanoma of the skin,2007,Males,45–49,48,C43
Actual,Melanoma of the skin,2007,Males,50–54,49,C43
Actual,Melanoma of the skin,2007,Males,55–59,85,C43
Actual,Melanoma of the skin,2007,Males,60–64,95,C43
Actual,Melanoma of the skin,2007,Males,65–69,80,C43
Actual,Melanoma of the skin,2007,Males,70–74,101,C43
Actual,Melanoma of the skin,2007,Males,75–79,141,C43
Actual,Melanoma of the skin,2007,Males,80–84,119,C43
Actual,Melanoma of the skin,2007,Males,85–89,78,C43
Actual,Melanoma of the skin,2007,Males,90+,34,C43
Actual,Melanoma of the skin,2007,Males,All ages combined,890,C43
Actual,Melanoma of the skin,2008,Males,00–04,0,C43
Actual,Melanoma of the skin,2008,Males,05–09,0,C43
Actual,Melanoma of the skin,2008,Males,10–14,0,C43
Actual,Melanoma of the skin,2008,Males,15–19,1,C43
Actual,Melanoma of the skin,2008,Males,20–24,4,C43
Actual,Melanoma of the skin,2008,Males,25–29,5,C43
Actual,Melanoma of the skin,2008,Males,30–34,13,C43
Actual,Melanoma of the skin,2008,Males,35–39,19,C43
Actual,Melanoma of the skin,2008,Males,40–44,23,C43
Actual,Melanoma of the skin,2008,Males,45–49,31,C43
Actual,Melanoma of the skin,2008,Males,50–54,43,C43
Actual,Melanoma of the skin,2008,Males,55–59,91,C43
Actual,Melanoma of the skin,2008,Males,60–64,88,C43
Actual,Melanoma of the skin,2008,Males,65–69,114,C43
Actual,Melanoma of the skin,2008,Males,70–74,111,C43
Actual,Melanoma of the skin,2008,Males,75–79,146,C43
Actual,Melanoma of the skin,2008,Males,80–84,142,C43
Actual,Melanoma of the skin,2008,Males,85–89,78,C43
Actual,Melanoma of the skin,2008,Males,90+,33,C43
Actual,Melanoma of the skin,2008,Males,All ages combined,942,C43
Actual,Melanoma of the skin,2009,Males,00–04,0,C43
Actual,Melanoma of the skin,2009,Males,05–09,1,C43
Actual,Melanoma of the skin,2009,Males,10–14,0,C43
Actual,Melanoma of the skin,2009,Males,15–19,0,C43
Actual,Melanoma of the skin,2009,Males,20–24,1,C43
Actual,Melanoma of the skin,2009,Males,25–29,3,C43
Actual,Melanoma of the skin,2009,Males,30–34,15,C43
Actual,Melanoma of the skin,2009,Males,35–39,16,C43
Actual,Melanoma of the skin,2009,Males,40–44,24,C43
Actual,Melanoma of the skin,2009,Males,45–49,34,C43
Actual,Melanoma of the skin,2009,Males,50–54,56,C43
Actual,Melanoma of the skin,2009,Males,55–59,69,C43
Actual,Melanoma of the skin,2009,Males,60–64,96,C43
Actual,Melanoma of the skin,2009,Males,65–69,112,C43
Actual,Melanoma of the skin,2009,Males,70–74,132,C43
Actual,Melanoma of the skin,2009,Males,75–79,123,C43
Actual,Melanoma of the skin,2009,Males,80–84,151,C43
Actual,Melanoma of the skin,2009,Males,85–89,79,C43
Actual,Melanoma of the skin,2009,Males,90+,36,C43
Actual,Melanoma of the skin,2009,Males,All ages combined,948,C43
Actual,Melanoma of the skin,2010,Males,00–04,1,C43
Actual,Melanoma of the skin,2010,Males,05–09,0,C43
Actual,Melanoma of the skin,2010,Males,10–14,0,C43
Actual,Melanoma of the skin,2010,Males,15–19,1,C43
Actual,Melanoma of the skin,2010,Males,20–24,0,C43
Actual,Melanoma of the skin,2010,Males,25–29,6,C43
Actual,Melanoma of the skin,2010,Males,30–34,10,C43
Actual,Melanoma of the skin,2010,Males,35–39,19,C43
Actual,Melanoma of the skin,2010,Males,40–44,17,C43
Actual,Melanoma of the skin,2010,Males,45–49,37,C43
Actual,Melanoma of the skin,2010,Males,50–54,47,C43
Actual,Melanoma of the skin,2010,Males,55–59,77,C43
Actual,Melanoma of the skin,2010,Males,60–64,112,C43
Actual,Melanoma of the skin,2010,Males,65–69,115,C43
Actual,Melanoma of the skin,2010,Males,70–74,128,C43
Actual,Melanoma of the skin,2010,Males,75–79,122,C43
Actual,Melanoma of the skin,2010,Males,80–84,147,C43
Actual,Melanoma of the skin,2010,Males,85–89,105,C43
Actual,Melanoma of the skin,2010,Males,90+,40,C43
Actual,Melanoma of the skin,2010,Males,All ages combined,984,C43
Actual,Melanoma of the skin,2011,Males,00–04,0,C43
Actual,Melanoma of the skin,2011,Males,05–09,0,C43
Actual,Melanoma of the skin,2011,Males,10–14,0,C43
Actual,Melanoma of the skin,2011,Males,15–19,0,C43
Actual,Melanoma of the skin,2011,Males,20–24,1,C43
Actual,Melanoma of the skin,2011,Males,25–29,10,C43
Actual,Melanoma of the skin,2011,Males,30–34,10,C43
Actual,Melanoma of the skin,2011,Males,35–39,12,C43
Actual,Melanoma of the skin,2011,Males,40–44,31,C43
Actual,Melanoma of the skin,2011,Males,45–49,34,C43
Actual,Melanoma of the skin,2011,Males,50–54,54,C43
Actual,Melanoma of the skin,2011,Males,55–59,80,C43
Actual,Melanoma of the skin,2011,Males,60–64,115,C43
Actual,Melanoma of the skin,2011,Males,65–69,112,C43
Actual,Melanoma of the skin,2011,Males,70–74,141,C43
Actual,Melanoma of the skin,2011,Males,75–79,157,C43
Actual,Melanoma of the skin,2011,Males,80–84,149,C43
Actual,Melanoma of the skin,2011,Males,85–89,109,C43
Actual,Melanoma of the skin,2011,Males,90+,60,C43
Actual,Melanoma of the skin,2011,Males,All ages combined,1075,C43
Actual,Melanoma of the skin,2012,Males,00–04,0,C43
Actual,Melanoma of the skin,2012,Males,05–09,0,C43
Actual,Melanoma of the skin,2012,Males,10–14,0,C43
Actual,Melanoma of the skin,2012,Males,15–19,1,C43
Actual,Melanoma of the skin,2012,Males,20–24,1,C43
Actual,Melanoma of the skin,2012,Males,25–29,10,C43
Actual,Melanoma of the skin,2012,Males,30–34,7,C43
Actual,Melanoma of the skin,2012,Males,35–39,16,C43
Actual,Melanoma of the skin,2012,Males,40–44,15,C43
Actual,Melanoma of the skin,2012,Males,45–49,34,C43
Actual,Melanoma of the skin,2012,Males,50–54,49,C43
Actual,Melanoma of the skin,2012,Males,55–59,61,C43
